ID,domain,keyword,keyword-model,cause,long_term_interval,long_term_effect,defeater_time_interval,defeater,supporter
2580,politics,progressive,gpt3,When he was a teenager he thought the pay scale was unfair for how hard his parents worked to make minimum wage and he wanted to change that.,"Years later,",He joined a progressive party and ran for political office to begin his political career so he could make changes to the way people are paid.,"Weeks later,",He wanted to politics but lost interest believing he could do nothing to change the status quo,He had a thought to change the status quo by deciding to join politics
2580-1,politics,progressive,gpt3,When he was a teenager he thought the pay scale was unfair for how hard his parents worked to make minimum wage and he wanted to change that.,"Years later,",He joined a progressive party and ran for political office to begin his political career so he could make changes to the way people are paid.,"Days later,",He failed his political science exams.,He declared a major in political science.
2580-2,politics,progressive,gpt3,When he was a teenager he thought the pay scale was unfair for how hard his parents worked to make minimum wage and he wanted to change that.,"Years later,",He joined a progressive party and ran for political office to begin his political career so he could make changes to the way people are paid.,"Months later,",He failed his politics exams.,He majored in politics.
2580-3,politics,progressive,gpt3,When he was a teenager he thought the pay scale was unfair for how hard his parents worked to make minimum wage and he wanted to change that.,"Years later,",He joined a progressive party and ran for political office to begin his political career so he could make changes to the way people are paid.,"Months later,",He becomes rich and doesn’t care about salary of others.,He runs for school president.
1621,work,none,none,She repeatedly applies for a promotion,"Months later,",She ends up with a position she is happy with along with leadership duties.,"Days later,",The boss gets irritated with her repeatedly asking.,The boss notices her hard work.
1621-1,work,none,none,She repeatedly applies for a promotion,"Months later,",She ends up with a position she is happy with along with leadership duties.,"Weeks later,",Her supervisors feel that there are better candidates and deny her request for promotion.,Her supervisors think she does an excellent job and has finally matured enough to be worthy of her first choice listed for where she wants to go in the company.
1621-2,work,none,none,She repeatedly applies for a promotion,"Months later,",She ends up with a position she is happy with along with leadership duties.,"Days later,",Her boss tells her not to bother because she doesn't have the proper educational degree.,A higher level job brings with it leadership responsibilities.
1621-3,work,none,none,She repeatedly applies for a promotion,"Months later,",She ends up with a position she is happy with along with leadership duties.,"Hours later,",The hiring manager tells her she lacks the soft skills to be competitive for the position.,She has the technical skills to back up the promotion.
4271,scitech,Quantum Dots,gpt3,Scientists discover how to make quantum dots cheaply outside the laboratory.,"Years later,",People can buy personal quantum computers for themselves at the store.,"Months later,",Scientists cannot find enough materials to produce the item in bulk.,Being able to produce something cheaply can make it available for broad use
4271-1,scitech,Quantum Dots,gpt3,Scientists discover how to make quantum dots cheaply outside the laboratory.,"Years later,",People can buy personal quantum computers for themselves at the store.,"Months later,",There is little interest in personal quantum computing and thus no demand for it.,The ability to make quantum dots cheaply is the only barrier to personal quantum computing.
4271-2,scitech,Quantum Dots,gpt3,Scientists discover how to make quantum dots cheaply outside the laboratory.,"Years later,",People can buy personal quantum computers for themselves at the store.,"Hours later,",The quantum dots self combust.,The quantum dots are shelf stable.
4271-3,scitech,Quantum Dots,gpt3,Scientists discover how to make quantum dots cheaply outside the laboratory.,"Years later,",People can buy personal quantum computers for themselves at the store.,"Weeks later,",Scientists realize the quantum dots self-implode after being on the shelf for a few weeks.,The quantum dots are viable for commercial sale.
8159,Business,legal issues,gpt3,The company's pollution led to ongoing legal issues,"Years later,",The company lost all of its appeals and had to pay massive fines to the county.,"Weeks later,",The company pays the fines outright and reforms.,The company fights the legal issues out in court.
8159-1,Business,legal issues,gpt3,The company's pollution led to ongoing legal issues,"Years later,",The company lost all of its appeals and had to pay massive fines to the county.,"Days later,",The company decided it wasn't worth it to litigate the issues and decided to settle them.,The company went to court to fight the issues.
8159-2,Business,legal issues,gpt3,The company's pollution led to ongoing legal issues,"Years later,",The company lost all of its appeals and had to pay massive fines to the county.,"Days later,",All the legal issues were dismissed by the judge.,The legal issues all had merit.
8159-3,Business,legal issues,gpt3,The company's pollution led to ongoing legal issues,"Years later,",The company lost all of its appeals and had to pay massive fines to the county.,"Days later,",The judge dismisses the cases.,The company was sued.
3490,work,support,chatgpt,The company assists workers identify their talents,"Years later,",The company becomes globally recognized and admired,"Months later,",The company cans the talent finding program.,Employees have nothing but good things to say about the company.
