ID,cause,assumption,ID_old,domain,keyword,long_term_interval,defeater,defeater_time_interval,long_term_effect
8832-1,The entertainment industries have mapped out a great end of the year Christmas carnival,Entertainment industries make successful events that celebrities want to go to.,8832,Entertainment,carnivals,"Months later,",celebrities boycott the event.,"Days later,",Lots of celebrities around the world attended the carnival
8832-2,The entertainment industries have mapped out a great end of the year Christmas carnival,Managers and agents encourage their clients to attend the carnival.,8832,Entertainment,carnivals,"Months later,",Managers and agents advise their clients that attending the carnival is a waste of time.,"Days later,",Lots of celebrities around the world attended the carnival
8832-3,The entertainment industries have mapped out a great end of the year Christmas carnival,advance planning results in a successful event,8832,Entertainment,carnivals,"Months later,",War broke out in the country where the carnival was planned to be held,"Weeks later,",Lots of celebrities around the world attended the carnival
884-1,This company rewards its employees and maintains a safe working environment.,Employees feel loyal to the company.,884,work,none,"Decades later,",The company announces layoffs.,"Weeks later,",Employees decide to stay at the company and perform exemplarily well.
884-2,This company rewards its employees and maintains a safe working environment.,Employees respond favorably to safe working conditions and good compensation.,884,work,none,"Decades later,",The company is bought out by a larger corporation which plans to slash the payroll.,"Months later,",Employees decide to stay at the company and perform exemplarily well.
884-3,This company rewards its employees and maintains a safe working environment.,Employee satisfaction is important.,884,work,none,"Decades later,",Employees are upset with the boss and quit.,"Months later,",Employees decide to stay at the company and perform exemplarily well.
8840-1,Jessica wants to work in entertainment center,Jessica applies for a job at an amusement park.,8840,Entertainment,amusement parks,"Months later,",Jessica decides to go back to school.,"Weeks later,",She got job in amusement park
8840-2,Jessica wants to work in entertainment center,Jessica applies for a job at the amusement park.,8840,Entertainment,amusement parks,"Months later,",Jessica decides to work at the restaurant.,"Weeks later,",She got job in amusement park
8840-3,Jessica wants to work in entertainment center,Jessica applies for a job at the park.,8840,Entertainment,amusement parks,"Months later,",Jessica decides to work at a restaurant.,"Weeks later,",She got job in amusement park
8848-1,Alicia canceled her subscription to Netflix.,Alicia doesn't plan to renew her subscription.,8848,Entertainment,streaming devices,"Months later,",Alicia is having withdrawals from her cancelled subscription and decides to resubscribe.,"Hours later,",Alicia now has more time to read.
8848-2,Alicia canceled her subscription to Netflix.,Time saved by not watching Netflix is substantial.,8848,Entertainment,streaming devices,"Months later,",Alicia substitutes watching Netflix with playing video games.,"Days later,",Alicia now has more time to read.
8848-3,Alicia canceled her subscription to Netflix.,Netflix is the only thing that prevents Alicia from having time to read.,8848,Entertainment,streaming devices,"Months later,",Alicia subscribes to Hulu.,"Hours later,",Alicia now has more time to read.
8855-1,Sarah was hired to write music reviews for the college paper.,She wrote a negative review for a band.,8855,Entertainment,music reviews,"Months later,",The negative review was accidentally deleted off her hard drive.,"Minutes later,",A band took issue with Sarah's review and wrote an angry letter.
8855-2,Sarah was hired to write music reviews for the college paper.,Sarah writes a negative review for a band.,8855,Entertainment,music reviews,"Months later,",Sarah retracts the review.,"Minutes later,",A band took issue with Sarah's review and wrote an angry letter.
8855-3,Sarah was hired to write music reviews for the college paper.,Honest reviews are sometimes hurtful.,8855,Entertainment,music reviews,"Months later,",Sarah decided to only write positive reviews.,"Weeks later,",A band took issue with Sarah's review and wrote an angry letter.
8859-1,Lisa was running out of space on her book shelf..,Audio book is getting popular and fits Lisa's needs.,8859,Entertainment,audiobooks,"Months later,","Lisa tries out audio books, but she cannot absorb information from them so it's not an option for her.","Days later,",Lisa purchased several audio books .
8859-2,Lisa was running out of space on her book shelf..,Lisa still wants to enjoy books.,8859,Entertainment,audiobooks,"Months later,",Lisa decides to forgo books in favor of watching TV instead.,"Hours later,",Lisa purchased several audio books .
